Rating,Name
6.8,"Mary Kom
(2014)"
7,"The Sunshine Makers
(2015)"
7.8,"Rainbow Six: Siege
(2015 Video Game)"
6.5,"The Grass Is Greener
(1960)"
5.9,"The Blackcoat's Daughter
(I) (2015)"
6.8,"Sorry Angel
(2018)"
8.2,"Khosla Ka Ghosla!
(2006)"
7.2,"Fyre
(2019)"
7.4,"Peepli [Live]
(2010)"
6.6,"Cloak & Dagger
(2018–2019)"
6.3,"Chloe
(2009)"
6.9,"Raiders!: The Story of the Greatest Fan Film Ever Made
(2015)"
7.4,"Guzaarish
(2010)"
8,"The Rookie
(2018– )"
6.2,"Mr. Roosevelt
(2017)"
6.3,"Boys in the Trees
(2016)"
6.6,"Flavors of Youth
(2018)"
6.3,"ARQ
(2016)"
6.9,"Newtown
(2016)"
7,"The Great Hack
(2019)"
7.6,"Madaari
(2016)"
5.6,"Monster-in-Law
(2005)"
7.6,"Harry & Snowman
(2015)"
6.1,"Voyeur
(II) (2017)"
6.7,"Michael Bolton's Big, Sexy Valentine's Day Special
(2017 TV Special)"
7.1,"I Am Bolt
(2016)"
5.5,"Stuart Little 2
(2002)"
7.3,"God Knows Where I Am
(2016)"
6.4,"Along Came a Spider
(2001)"
5.1,"Agent 2000: Die Laksman
(2014)"
6.6,"Operation Red Sea
(2018)"
5.7,"Velvet Buzzsaw
(2019)"
5.7,"Chicken Little
(2005)"
7.3,"Palio
(2015)"
7.4,"Democrats
(2014)"
7.2,"A Fortunate Man
(2018)"
6.8,"Sand Storm
(2016)"
6.1,"My Big Night
(2015)"
6.8,"Dolphin Tale
(2011)"
8.1,"Rang De Basanti
(2006)"
6.3,"The Limehouse Golem
(2016)"
6.6,"Chuck's Choice
(2017)"
6.1,"Pee-wee's Big Holiday
(2016)"
6.4,"Dovlatov
(2018)"
7.1,"Peter and the Farm
(2016)"
5.8,"War on Everyone
(2016)"
7,"Kahlil Gibran's The Prophet
(2014)"
6.9,"Comedian
(2002)"
6.9,"Jack and the Cuckoo-Clock Heart
(2013)"
5.1,"Survivor 2017
(2017– )"
6.6,"Mother!
(2017)"
7.6,"Homecoming: A Film by Beyoncé
(2019)"
7,"The Bad Kids
(2016)"
6,"Circle
(II) (2015)"
5.8,"The Little Hours
(2017)"
6.1,"Jimmy Neutron: Boy Genius
(2001)"
7.3,"Toni Erdmann
(2016)"
6,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze
(1991)"
7.1,"Defying the Nazis: The Sharps' War
(2016)"
7.3,"Sky Ladder: The Art of Cai Guo-Qiang
(2016)"
5.7,"Kill Command
(2016)"
7.2,"Raven's Home
(2017– )"
0,"The 2019 Rock & Roll Hall of Fame Induction Ceremony Red Carpet Live
(2019 TV Special)"
6.3,"Wakefield
(2016)"
6.9,"Our Souls at Night
(2017)"
6.2,"All About Nina
(2018)"
5.8,"Clash of the Titans
(2010)"
6.2,"MI-5
(2015)"
6.7,"Brooklyn's Finest
(2009)"
6.4,"Cardboard Gangsters
(2017)"
5,"47 Meters Down: Uncaged
(2019)"
5.5,"2019: After the Fall of New York
(1983)"
7.4,"The Rolling Stones Olé, Olé, Olé!: A Trip Across Latin America
(2016)"
6.2,"The Saint
(1997)"
6.3,"Headshot
(II) (2016)"
5.9,"Dinner for Schmucks
(2010)"
5.3,"IMDb on the Street
(2015–2016)"
6,"Bedtime Stories
(2008)"
7,"Shadow
(2018)"
4.5,"Let There Be Light
(I) (2017)"
6.4,"Creep 2
(2017)"
7.2,"Strike a Pose
(2016)"
7.3,"Command and Control
(2016)"
0,"Watashi no aozora 2002
(2002– )"
6.2,"Rugrats in Paris
(2000)"
5.6,"Triple Threat
(2019)"
6.2,"Win It All
(2017)"
7.1,"Trailer Park Boys: The Movie
(2006)"
5.3,"Ghost Rider
(2007)"
6.4,"Horns
(2013)"
7.9,"The Spy
(2019)"
6.7,"Tamborine
(2018 TV Special)"
7.6,"Best Worst Thing That Ever Could Have Happened
(2016)"
7,"Mercury 13
(2018)"
7,"Main Hoon Na
(2004)"
5.1,"The Hurricane Heist
(2018)"
6.5,"The Burial of Kojo
(2018)"
5.9,"Kevin Hart: What Now?
(2016)"
6.7,"Atlantics
(2019)"
7.5,"Our Little Sister
(2015)"
0,"Making Emelie
(2016 Video)"
5.8,"Sierra Burgess Is a Loser
(2018)"
6.3,"The Keeping Hours
(2017)"
7,"Flash of Genius
(2008)"
7,"Kabir Singh
(2019)"
5.7,"The Last Exorcism
(2010)"
6,"Carriers
(2009)"
7.3,"The Short Game
(2013)"
7,"Notes on Blindness
(2016)"
7.2,"Bobby Sands: 66 Days
(2016)"
6.6,"Phantom Boy
(2015)"
7.4,"Invader ZIM: Enter the Florpus
(2019 TV Movie)"
6.2,"Ginger & Rosa
(2012)"
5.9,"Wolf Warrior 2
(2017)"
5.1,"Funny, You Don't Look 200: A Constitutional Vaudeville
(1987 TV Movie)"
6.1,"Hit and Run
(I) (2012)"
5.8,"Candy Jar
(2018)"
6.2,"A Night at the Roxbury
(1998)"
5.3,"Jupiter Ascending
(2015)"
5.8,"The Similars
(2015)"
5.9,"Tremors II: Aftershocks
(1996 Video)"
5.7,"White Girl
(2016)"
6.3,"Mean Dreams
(2016)"
6.5,"Ellen DeGeneres: Relatable
(2018 TV Special)"
5.4,"Lifechanger
(2018)"
7.6,"The 36th Chamber of Shaolin
(1978)"
7.5,"Dil Se..
(1998)"
7,"Rustom
(2016)"
5.9,"Nacho Libre
(2006)"
5.8,"Extinction
(2018)"
6.3,"Benji
(I) (2018)"
6.4,"Animal World
(2018)"
6.3,"Morris from America
(2016)"
6.2,"Maps to the Stars
(2014)"
7,"National Bird
(2016)"
5.8,"Thumper
(2017)"
7.2,"The Physician
(2013)"
5.5,"A Very Murray Christmas
(2015 TV Special)"
5.3,"Cult of Chucky
(2017)"
7,"Gabriel and the Mountain
(2017)"
6.7,"Bon Cop Bad Cop
(2006)"
6.2,"La 4ª Compañía
(2016)"
4.5,"Johnson Family Vacation
(2004)"
6.4,"First Match
(2018)"
6,"Come Sunday
(2018)"
5.9,"Time Share
(2018)"
6.8,"Lady J
(2018)"
6.5,"Love Off the Cuff
(2017)"
7.1,"E-Team
(2014)"
5.8,"Resident Evil: Afterlife
(2010)"
7.4,"Knock Down the House
(2019)"
8,"Andaz Apna Apna
(1994)"
7.1,"Luck by Chance
(2009)"
6.7,"Fourth Man Out
(2015)"
6.3,"While We're Young
(2014)"
7.6,"Bhavesh Joshi Superhero
(2018)"
7,"Shutter
(II) (2004)"
6.7,"Carrie Pilby
(2016)"
8.1,"Bill Burr: Paper Tiger
(2019 TV Special)"
6.6,"The Great Raid
(2005)"
6.2,"Takers
(2010)"
7.8,"Maya Angelou And Still I Rise
(2016)"
5.2,"Lez Bomb
(2018)"
5.6,"The Quest
(1996)"
5.9,"The Breaker Upperers
(2018)"
7.3,"Miss Sharon Jones!
(2015)"
7.1,"Two and a Half Men
(2003–2015)"
7.3,"Yomeddine
(2018)"
6.4,"Jagga Jasoos
(2017)"
7.2,"No One Killed Jessica
(2011)"
6,"The Tourist
(I) (2010)"
6.5,"Operation Mekong
(2016)"
6.3,"Our Christmas Love Song
(2019 TV Movie)"
8.1,"Long Time Running
(2017)"
8.2,"Hasan Minhaj: Homecoming King
(2017 TV Special)"
6.1,"Middle School: The Worst Years of My Life
(2016)"
6.2,"In Search of Fellini
(2017)"
6.3,"Secret in Their Eyes
(2015)"
7.5,"To Strike
(2013)"
6.6,"Alive and Kicking
(1958)"
6.3,"Little Monsters
(2019)"
7.1,"Conor McGregor: Notorious
(2017)"
6.9,"Seoul Searching
(2015)"
5.6,"Terrifier
(2016)"
6,"The Riot Club
(2014)"
5.8,"The Tribes of Palos Verdes
(2017)"
6.4,"The Space Between Us
(I) (2017)"
6.6,"Bombay Talkies
(2013)"
6.5,"A Family Man
(2016)"
7.1,"Meditation Park
(2017)"
5.7,"Would You Rather
(2012)"
0,"Dream Big
(2019 Video)"
4.5,"Occupation
(2018)"
5.4,"Game Over, Man!
(2018)"
7.5,"The Time Machine
(1960)"
7.1,"Qarib Qarib Single
(2017)"
6.3,"Barakah Meets Barakah
(2016)"
7.2,"Te3n
(2016)"
6.2,"As Above, So Below
(2014)"
6.1,"The Rum Diary
(2011)"
4.9,"One Less God
(2017)"
5.7,"Race to Witch Mountain
(2009)"
6.2,"A Gray State
(2017)"
9.4,"Hollywood in Vienna (2011– )

Episode:
Hollywood in Vienna 2018: The World of Hans Zimmer
(2018)"
6.4,"The Oath
(2016)"
5.7,"Bhool Bhulaiyaa 2
(2022)"
5.5,"The Golem
(2018)"
7.3,"Weed the People
(2018)"
7.8,"The Lonely Island: Natalie's Rap 2.0
(2018 Music Video)"
6.2,"Holiday in the Wild
(2019)"
8.2,"Bill Nye the Science Guy
(1993–1998)"
6.9,"Quién te cantará
(2018)"
0,"Last Place Trophy
(2016– )"
6.4,"Khoobsurat
(2014)"
7,"Look Who's Back
(2015)"
6.7,"This Is Not What I Expected
(2017)"
7.3,"Joshua: Teenager vs. Superpower
(2017)"
8.2,"Paan Singh Tomar
(2012)"
5.4,"Popeye
(1980)"
7.2,"Toilet: A Love Story
(2017)"
8.6,"Mr. Plinkett's Ghostbusters 2016 Review
(2017 Video)"
5.6,"Bad Match
(2017)"
7.9,"John Mulaney: The Comeback Kid
(2015 TV Special)"
6.4,"Lust Stories
(2018)"
6.6,"Same Kind of Different as Me
(2017)"
6,"68 Kill
(2017)"
6,"Barry
(II) (2016)"
7.1,"Star Trek: Discovery
(2017–2024)"
6.8,"Ten Years
(2015)"
5.9,"May the Devil Take You
(2018)"
6.8,"Abducted in Plain Sight
(2017)"
7.2,"Marc Maron: Too Real
(2017 TV Special)"
6.5,"Alone in Berlin
(2016)"
6.3,"Ninja Assassin
(2009)"
5.3,"Beyond Skyline
(2017)"
7.2,"10 Cloverfield Lane
(2016)"
7.6,"The Untold Tales of Armistead Maupin
(2017)"
7,"He Named Me Malala
(2015)"
7.2,"Neon Genesis Evangelion: Death & Rebirth
(1997)"
7.8,"Berserk: The Golden Age Arc III - The Advent
(2013)"
5.5,"The Bounty Hunter
(I) (2010)"
7.3,"Ali Wong: Hard Knock Wife
(2018 TV Special)"
6.8,"The Wound
(2017)"
7,"42 Grams
(2017)"
6,"Automata
(I) (2014)"
5.8,"Eat Pray Love
(2010)"
7.6,"Highway
(I) (2014)"
7.8,"Berserk: The Golden Age Arc III - The Advent
(2013)"
6,"How to Be a Latin Lover
(2017)"
6.2,"The Outsider
(I) (2018)"
5.9,"The Rugrats Movie
(1998)"
7.2,"RocknRolla
(2008)"
7.7,"The Butterfly's Dream
(2013)"
6.9,"Undisputed 4: Boyka
(2016 Video)"
7.1,"Concussion
(2015)"
7.8,"Berserk: The Golden Age Arc III - The Advent
(2013)"
5.8,"Jenny Slate: Stage Fright
(2019 TV Special)"
6.1,"Benji
(1974)"
7.3,"Chasing Trane: The John Coltrane Documentary
(2016)"
5.9,"The Debt Collector
(2018)"
6.5,"Class Rank
(2017)"
5.6,"Scream 3
(2000)"
6.5,"The Most Unknown
(2018)"
6.4,"Within Our Gates
(1920)"
8.2,"Give My Head Peace
(1998– )"
6.3,"14 Blades
(2010)"
8.5,"Até o Fim - Flamengo Campeão da Libertadores 2019
(2019)"
3.8,"Frankenstein: Day of the Beast
(2011)"
6.1,"Hot Girls Wanted
(2015)"
7,"Mumbai Diaries
(2010)"
8.1,"Iqbal
(2005)"
6.6,"Pirates of the Caribbean: On Stranger Tides
(2011)"
6.6,"Pope Francis: A Man of His Word
(2018)"
7.7,"Satan & Adam
(2018)"
6.2,"Someone Great
(2019)"
7.3,"Palm Trees in the Snow
(2015)"
6.3,"How to Make an American Quilt
(1995)"
5.7,"Only God Forgives
(2013)"
7.5,"Steal a Pencil for Me
(2007)"
7.4,"Cunk & Other Humans on 2019
(2019)"
7.3,"A Murder in the Park
(2014)"
6.7,"Asura
(2016)"
6.2,"Before I Wake
(2016)"
7.8,"Workin' Moms
(2017–2023)"
6.9,"2 States
(2014)"
6.5,"Set It Up
(2018)"
6.9,"Amanda Knox
(2016)"
6.9,"Unfinished Song
(2012)"
8.1,"Udaan
(2010)"
5.5,"In the Tall Grass
(2019)"
7.8,"Monty Python Live at the Hollywood Bowl
(1982)"
6.1,"I Am Number Four
(2011)"
6.5,"A Little Chaos
(2014)"
6.1,"Lost in London
(I) (2017)"
5.6,"Goosebumps 2: Haunted Halloween
(2018)"
6,"A Tale of Love and Darkness
(2015)"
7.2,"Ek Hazarachi Note
(2014)"
5.6,"The Nutcracker and the Four Realms
(2018)"
6.9,"Tokyo Idols
(2017)"
4.8,"Ein göttlicher Job
(2001)"
6.5,"A Patch of Fog
(2015)"
5.4,"Star Wars: Forces of Destiny
(2017–2018)"
7.4,"Ronny Chieng: Asian Comedian Destroys America
(2019 TV Special)"
6.3,"Rampant
(2018)"
7.5,"Rolling Thunder Revue
(2019)"
5.7,"Earth to Echo
(2014)"
5.6,"The Package
(II) (2018)"
9.1,"Hans Zimmer Live in Prague
(2017 TV Special)"
6.4,"Gurgaon
(2017)"
6.3,"Anchor and Hope
(2017)"
6.1,"Solomon Kane
(2009)"
8.4,"Taylor Swift: Reputation Stadium Tour
(2018 TV Special)"
5.8,"Good Burger
(1997)"
6.8,"To the Bone
(I) (2017)"
6.1,"Like Father
(2018)"
6.2,"The Land of Steady Habits
(2018)"
7.1,"Chronicle of an Escape
(2006)"
6,"Emo: The Musical
(2016)"
5.9,"American Son
(2019)"
6.8,"I Am Not Madame Bovary
(2016)"
7.6,"Kabhi Haan Kabhi Naa
(1994)"
6.9,"Susanne Bartsch: On Top
(2017)"
5.3,"A Christmas Prince: The Royal Wedding
(2018)"
6.3,"Sand Castle
(2017)"
7.5,"Clive Davis: The Soundtrack of Our Lives
(2017)"
7.1,"Gantz: O
(2016)"
5.7,"Happy Anniversary
(I) (2018)"
6.4,"Paheli
(2005)"
7.6,"The Bleeding Edge
(2018)"
6,"Juanita
(I) (2019)"
6.9,"Angry Indian Goddesses
(2015)"
8.2,"John Mulaney: New in Town
(2012 TV Special)"
7.2,"Four Sisters and a Wedding
(2013)"
5.3,"A Cinderella Story: Christmas Wish
(2019 Video)"
6.7,"Chasing the Dragon
(2017)"
5.5,"Friday the 13th
(2009)"
7.4,"Terrace House: Tokyo 2019-2020
(2019–2020)"
5.7,"Falling Inn Love
(2019)"
6.6,"Brain on Fire
(2016)"
5.3,"A-X-L
(2018)"
7.6,"Jim Gaffigan: Obsessed
(2014 TV Special)"
8.5,"Initial D: First Stage
(1998)"
6,"The Polka King
(2017)"
7.4,"Jaane Tu... Ya Jaane Na
(2008)"
6.6,"The Command
(2018)"
4.4,"Daddy Issues
(I) (2018)"
8.3,"Bill Burr: Let It Go
(2010 TV Special)"
7.4,"Jeff Dunham's Very Special Christmas Special
(2008 TV Special)"
8.5,"Bill Hicks: Relentless
(1992 Video)"
6.5,"Nobody Speak: Trials of the Free Press
(2017)"
5.9,"The Captive
(I) (2014)"
6,"Super Troopers 2
(2018)"
6.3,"Take Me Home Tonight
(2011)"
6.7,"Miss Peregrine's Home for Peculiar Children
(2016)"
7.2,"What the Health
(2017)"
9.1,"Fullmetal Alchemist: Brotherhood
(2009–2010)"
8.8,"Natsamrat
(2016)"
6,"Band of Robbers
(2015)"
5.8,"21 & Over
(2013)"
6.1,"Chennai Express
(2013)"
5.5,"Been So Long
(2018)"
6.2,"The Drug King
(2018)"
5.6,"Here Alone
(2016)"
7.5,"Reversing Roe
(2018)"
7.7,"Mike Birbiglia: The New One
(2019 TV Special)"
7.3,"The Edge of Democracy
(2019)"
6.7,"Cypher
(2002)"
4.6,"Death Note
(I) (2017)"
6.9,"S Is for Stanley
(2015)"
5.7,"Come and Find Me
(2016)"
4.4,"Christmas Vacation 2000
(1999)"
5.7,"Christmas Inheritance
(2017)"
6.2,"Final Destination 2
(2003)"
6.3,"David Brent: Life on the Road
(2016)"
6.1,"The Lovers
(I) (2017)"
8.5,"Gol Maal
(1979)"
6,"Planet 51
(2009)"
6,"The Peacemaker
(1997)"
6.6,"When the Game Stands Tall
(2014)"
4.2,"Khushi
(I) (2003)"
8,"Waiting for the Hearse
(1985)"
5.5,"Below Her Mouth
(2016)"
6.2,"Inferno
(I) (2016)"
0,"Maple Leaf 'Poultry' Chicken Slaughterhouse, Toronto, 2011
(2012 Video)"
7.9,"Struggle: The Life and Lost Art of Szukalski
(2018)"
6,"Sex Is Zero 2
(2007)"
7.5,"Devdas
(I) (2002)"
7.8,"Louis C.K.: Live at the Comedy Store
(2015 TV Special)"
4.9,"Await Further Instructions
(2018)"
6.2,"Last Knights
(2015)"
5.8,"Rowdy Rathore
(2012)"
5.3,"Siren
(I) (2016)"
7.3,"Bleach the Movie: Hell Verse
(2010)"
6.3,"National Parks Adventure
(2015 TV Movie)"
5.9,"6 Balloons
(2018)"
6.3,"The Laundromat
(I) (2019)"
5.8,"An Interview with God
(2018)"
7.7,"The Detour
(2016–2019)"
5.8,"The Perfect Date
(I) (2019)"
8.3,"Chupke Chupke
(1975)"
5.5,"Results
(I) (2015)"
7.8,"Æon Flux
(1991–1995)"
7.7,"Marco Polo: One Hundred Eyes
(2015 TV Movie)"
5.4,"Godzilla
(I) (1998)"
7.8,"Jim Gaffigan: Beyond the Pale
(2006 TV Special)"
6.6,"The Awakening of Motti Wolkenbruch
(2018)"
7,"Period: The End of Menstruation?
(2006)"
7.2,"Berlin Calling
(2008)"
7.3,"Mr. Student Body President
(2016– )"
8.3,"Bo Burnham: Make Happy
(2016 TV Special)"
6.5,"The Workshop
(2017)"
7.1,"Arthur Christmas
(2011)"
7.5,"Metallica: Some Kind of Monster
(2004)"
6.9,"Crazy Beautiful You
(2015)"
6,"Equals
(2015)"
6,"Deidra & Laney Rob a Train
(2017)"
7.5,"Aziz Ansari: Right Now
(2019 TV Special)"
6.2,"High Flying Bird
(2019)"
7,"Gabbar Is Back
(2015)"
7.4,"Jeff Dunham: Controlled Chaos
(2011 TV Special)"
6.1,"2Close2U
(2017)"
6.3,"Pokémon the Movie: I Choose You!
(2017)"
5.3,"Tusk
(I) (2014)"
5.8,"Cirque du Freak: The Vampire's Assistant
(2009)"
7.8,"Lakshya
(2004)"
7.1,"Good Luck Charlie
(2010–2014)"
8.5,"Be Here Now
(2015)"
7.1,"Naruto Shippuden the Movie: Blood Prison
(2011)"
6.9,"Teefa In Trouble
(2018)"
6.6,"Naruto the Movie: Ninja Clash in the Land of Snow
(2004)"
7.1,"Restless Creature: Wendy Whelan
(2016)"
6,"Burning Sands
(2017)"
6.3,"The Art of the Steal
(2013)"
6.6,"Catching the Sun
(2015)"
5.7,"Little Evil
(2017)"
5.9,"Órbita 9
(2017)"
8.3,"Bo Burnham: what.
(2013 TV Special)"
6.7,"Naruto Shippûden: The Movie
(2007)"
5.8,"The Skin of the Wolf
(2017)"
5.8,"The Bad Education Movie
(2015)"
6,"The Tiger Hunter
(2016)"
7.3,"Norman Lear: Just Another Version of You
(2016)"
6.5,"Chalte Chalte
(2003)"
6.3,"The Rachel Divide
(2018)"
0,"Gemini
(2018 Video)"
5.2,"Superstar
(1999)"
6.7,"The B-Side
(2016)"
5.4,"Enter the Warriors Gate
(2016)"
0,"Premios Martín Fierro 2016
(2016 TV Special)"
6.2,"Roxanne Roxanne
(2017)"
7.4,"Divines
(2016)"
6.5,"The Desert Bride
(2017)"
6.1,"Cut Bank
(2014)"
6,"Two Lovers and a Bear
(2016)"
6.8,"Love in the Time of Hysteria
(1991)"
6.4,"The Secret Life of Pets 2
(2019)"
6.1,"My Entire High School Sinking Into the Sea
(2016)"
7.5,"Seven Sundays
(2017)"
7,"Unacknowledged
(2017)"
6.1,"Hostages
(2017)"
8,"Vizontele
(2001)"
7.2,"Habibie & Ainun 3
(2019)"
7.4,"Cunk & Other Humans on 2019
(2019)"
6.9,"The Resistance Banker
(2018)"
5.2,"The Bad Batch
(2016)"
7.6,"Madras Cafe
(2013)"
7.2,"Strictly Ballroom
(1992)"
6.2,"Closed Circuit
(2013)"
8.3,"Bill Hicks: Sane Man
(1989 Video)"
6.2,"Dark Places
(2015)"
5.8,"The Christmas Trap
(2018)"
7.8,"Laal Rang
(2016)"
5.8,"24 Hours to Live
(2017)"
5.3,"See You Yesterday
(2019)"
7.1,"The Redeemed and the Dominant: Fittest on Earth
(2016)"
4.3,"A Wrinkle in Time
(2018)"
6.1,"Otherhood
(2019)"
6.3,"Loving Annabelle
(2006)"
6.1,"Blood Will Tell
(2019)"
6.5,"My Name Is Love
(2012)"
7.6,"Wake Up Sid
(2009)"
5.2,"13 Cameras
(2015)"
6.3,"Into the Dark
(2018–2021)"
3.9,"Between Worlds
(2018)"
5.3,"The 15:17 to Paris
(2018)"
8,"Ricky Gervais: Humanity
(2018 TV Special)"
4.9,"Wild Wild West
(1999)"
5.9,"Trash Fire
(2016)"
5.4,"Dream Boat
(2017)"
7.5,"Seth Meyers: Lobby Baby
(2019 TV Special)"
6.9,"Nil Karaibrahimgil: Organize Isler Bunlar
(2006 Music Video)"
5.3,"The Green Inferno
(2013)"
6,"War Machine
(2017)"
5.3,"Legion
(2010)"
6.6,"Kevin Hart: Irresponsible
(2019 TV Special)"
5.6,"Unicorn Store
(2017)"
7.3,"Trailer Park Boys: Countdown to Liquor Day
(2009)"
5.6,"Skiptrace
(2016)"
6.1,"Jack Reacher: Never Go Back
(2016)"
6.9,"Prescription Thugs
(2015)"
6,"Righteous Kill
(2008)"
5.4,"Head Count
(2018)"
5.3,"Tremors 3: Back to Perfection
(2001 Video)"
7.7,"Chaar Sahibzaade
(2014)"
5.8,"Goon: Last of the Enforcers
(2017)"
7.2,"Pee Mak
(2013)"
6.3,"Mindhorn
(2016)"
5.7,"Seal Team Six: The Raid on Osama Bin Laden
(2012 TV Movie)"
5.9,"It Takes Two
(1995)"
5.5,"Mute
(II) (2018)"
7.4,"Oklahoma City
(2017)"
7.2,"Love Likes Coincidences
(2011)"
6.3,"The Christmas Candle
(2013)"
6.7,"Belgica
(2016)"
7.5,"Ali Wong: Baby Cobra
(2016 TV Special)"
5.9,"Igor
(2008)"
5.4,"The Trust
(2016)"
6.5,"The Incredible Jessica James
(2017)"
6.4,"Irreplaceable You
(2018)"
6.3,"Detective Dee: The Four Heavenly Kings
(2018)"
8.1,"Earth Defense Force 2017
(2006 Video Game)"
5.7,"Life After Beth
(2014)"
7.8,"The Ivory Game
(2016)"
7.2,"Memoir of a Murderer
(2017)"
7.4,"The Magician
(2006)"
5.5,"6 Years
(2015)"
4.3,"IMDb at the Emmys
(2016– )"
0,"Anesthesia
(2016 Video)"
7.6,"Aamir
(2008)"
6.1,"Smart People
(2008)"
5.6,"At First Light
(I) (2018)"
5.5,"All the Boys Love Mandy Lane
(2006)"
5.6,"Imagine That
(2009)"
7.3,"Wanda Sykes: Not Normal
(2019 TV Special)"
5.7,"The Do-Over
(2016)"
5.9,"American Hangman
(2019)"
6,"Semana Santa
(2015)"
8.3,"How I Met Your Mother
(2005–2014)"
6.3,"Walk With Me
(I) (2017)"
6.6,"Mr. Stink
(2012 TV Movie)"
6.5,"The Last Days of Chez Nous
(1992)"
7.5,"13 Reasons Why
(2017–2020)"
6.6,"Hot Girls Wanted: Turned On
(2017)"
7.3,"InuYasha the Movie 2: The Castle Beyond the Looking Glass
(2002)"
6.1,"Kabali
(2016)"
6,"Come Sunday
(2018)"
5.4,"The Bait for the Angel
(2017)"
5.3,"Another Life
(2019–2021)"
5,"Happy New Year
(I) (2014)"
5.2,"Inconceivable
(2017)"
7.5,"Room on the Broom
(2012 TV Movie)"
0,"St. Agatha
(2014)"
6.5,"Joseph: King of Dreams
(2000 Video)"
7,"My Little Pony: Equestria Girls - Rainbow Rocks Animated
(2014)"
6.7,"Remember Last Night?
(1935)"
8.1,"Bawarchi
(1972)"
7.8,"Jerry Seinfeld: 'I'm Telling You for the Last Time'
(1998 TV Special)"
6.4,"Message from the King
(2016)"
7.2,"Aziz Ansari: Buried Alive
(2013 TV Special)"
6.4,"Beyond the Clouds
(1995)"
5.8,"Trespass Against Us
(I) (2016)"
6.1,"Standoff
(I) (2016)"
5.6,"I Am Michael
(2015)"
7.9,"Neal Brennan: 3 Mics
(2017 TV Special)"
7.6,"InuYasha the Movie 3: Swords of an Honorable Ruler
(2003)"
7.9,"Jeff Dunham: Arguing with Myself
(2006 TV Special)"
6.9,"Boy Erased
(2018)"
5.5,"Baptists at Our Barbecue
(2004)"
7.4,"Dream/Killer
(2015)"
7,"Five Deadly Venoms
(1978)"
6.4,"Manolo: The Boy Who Made Shoes for Lizards
(2017)"
5.7,"Acts of Vengeance
(2017)"
6.2,"Pokémon the Movie: The Power of Us
(2018)"
5.8,"2012
(I) (2009)"
5.7,"El Camino Christmas
(2017)"
6.3,"Haraamkhor
(2015)"
7.5,"Miss Representation
(2011)"
5.4,"A Christmas Prince: The Royal Baby
(2019)"
7.9,"Crouching Tiger, Hidden Dragon
(2000)"
6.2,"5 Flights Up
(2014)"
6.3,"Apostle
(2018)"
5.4,"Superlopez
(2018)"
6.6,"Umrika
(2015)"
7.7,"Jim Gaffigan: King Baby
(2009 TV Special)"
6.8,"SHOT! The Psycho-Spiritual Mantra of Rock
(2016)"
6.4,"Naruto the Movie 2: Legend of the Stone of Gelel
(2005)"
7.2,"Inuyasha the Movie: Affections Touching Across Time
(2001)"
8,"Jim Jefferies: BARE
(2014 TV Special)"
7.1,"Riphagen
(2016)"
6.3,"I Am Not an Easy Man
(2018)"
5.1,"The Hurricane Heist
(2018)"
7.1,"Skydancers
(2014 TV Movie)"
5.7,"Paint It Black
(2016)"
7.7,"Anthony Jeselnik: Thoughts and Prayers
(2015 TV Special)"
5.3,"Duck Butter
(2018)"
7.2,"Maktub
(2017)"
5.1,"G-Force
(2009)"
5.2,"Tall Girl
(2019)"
5.6,"Immoral Tales
(1973)"
5.4,"The Tuxedo
(2002)"
5.6,"Ek Ladki Ko Dekha Toh Aisa Laga
(2019)"
7.1,"Bleach: Fade to Black, I Call Your Name
(2008)"
6.1,"Take Me
(2017)"
7.3,"That Thing Called Tadhana
(2014)"
7.3,"Starzan II
(1989)"
6.7,"Danny Says
(2015)"
5.5,"Wine Country
(2019)"
5.9,"Office Christmas Party
(2016)"
6.8,"Nothing to Hide
(2018)"
6.5,"For Greater Glory: The True Story of Cristiada
(2012)"
6.8,"Iliza Shlesinger: Freezing Hot
(2015 TV Special)"
7.3,"Telling Tales
(2015)"
7.6,"Tanu Weds Manu Returns
(2015)"
5.1,"Best in Sex: 2017 AVN Awards
(2017 TV Special)"
7.5,"Budhia Singh: Born to Run
(2016)"
5.9,"Elstree 1976
(2015)"
7.5,"Kevin Hart: Seriously Funny
(2010 TV Special)"
6.9,"And Breathe Normally
(2018)"
5.9,"The Amityville Horror
(2005)"
8,"A Plastic Ocean
(2016)"
6.4,"Sample This
(2012)"
7.7,"Katt Williams: The Pimp Chronicles Pt. 1
(2006 TV Special)"
7.4,"Amar Akbar Anthony
(1977)"
7.2,"Mayabazar 2016
(2020)"
5.3,"Who Would You Take to a Deserted Island?
(2019)"
7.2,"American Circumcision
(2017)"
8.3,"Punjab 1984
(2014)"
6.6,"Rare Exports
(2010)"
7.3,"Sad Hill Unearthed
(2017)"
7.3,"Only You
(2014)"
5.1,"Dilwale
(2015)"
6.6,"Jeremiah Tower: The Last Magnificent
(2016)"
7.3,"No Game No Life: Zero
(2017)"
7.4,"Taylor Swift Feat. Ed Sheeran, Future: End Game
(2018 Music Video)"
4.9,"Silent Hill: Revelation
(2012)"
5.7,"The Goods: Live Hard, Sell Hard
(2009)"
7.1,"Namastey London
(2007)"
7.3,"Trevor Noah: Son of Patricia
(2018 TV Special)"
5.6,"Tracers
(2015)"
6.8,"A Second Chance
(2014)"
